codice;descrizione;marchio;denominazione;regione;vitigno;filosofia;CAPACITA;GRADO_ALC;FAMIGLIA;classe;PREZZO
38773;Terlan Selection Terlaner Nova Domus Cuv�e Riserva Alto Adige Terlano DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Bianco;Tradizionale;75;14%;Vini;Bianco;35,15
38775;Terlan Tradition Lagrein Ros� Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Lagrein;Tradizionale;75;13%;Vini;Rosato;12,319
38776;Terlan Tradition Santa Maddalena Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Schiava;Tradizionale;75;13%;Vini;Rosso;10,466
38777;Terlan Tradition Lagrein Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Lagrein;Tradizionale;75;13,50%;Vini;Rosso;12,273
38778;Terlan Tradition Torilan Merlot Cabernet Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Merlot;Tradizionale;75;14%;Vini;Rosso;13,986
38779;Terlan Tradition Pinot Nero Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Nero;Tradizionale;75;13,50%;Vini;Rosso;15,19
38780;Terlan Selection Siebeneich Merlot Riserva Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Merlot;Tradizionale;75;14%;Vini;Rosso;19,451
38781;Terlan Selection Gries Lagrein Riserva Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Lagrein;Tradizionale;75;13,50%;Vini;Rosso;20,701
38782;Terlan Selection Monticol Pinot Nero Riserva Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Nero;Tradizionale;75;14%;Vini;Rosso;23,341
38783;Terlan Selection Porphyr Lagrein Riserva Alto Adige DOC;Terlan;Alto Adige DOC;TRENTINO-ALTO ADIGE;Lagrein;Tradizionale;75;14%;Vini;Rosso;49,044
801510085;San Marzano Il Pumo Rosato Salento IGT;Cantine San Marzano;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Rosato;5,465
801512744;Cantele Teresa Manara Chardonnay Salento IGT;Cantele;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;10,744
801512745;Cantele Rohesia Negroamaro Rosato Salento IGT;Cantele;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosato;9,262
801512746;Cantele Teresa Manara Negroamaro Salento IGT;Cantele;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;14%;Vini;Rosso;12,689
801512747;Cantele Chardonnay Salento IGT;Cantele;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;13%;Vini;Bianco;6,391
801512748;Cantele Verdeca Puglia IGT;Cantele;Puglia IGT;PUGLIA;Verdeca;Tradizionale;75;12%;Vini;Bianco;5,882
801512749;Cantele Negroamaro Rosato Salento IGT;Cantele;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosato;6,252
801512750;Cantele Negroamaro Rosso Salento IGT;Cantele;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;6,345
801512751;Cantele Primitivo Rosso Salento IGT;Cantele;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;6,761
801512752;Cantele Salice Salentino Riserva DOC;Cantele;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;7,595
801512753;Cantele Rohesia Malvasia Bianca Salento IGT;Cantele;Salento IGT;PUGLIA;Malvasia Bianca;Tradizionale;75;13%;Vini;Bianco;6,391
801512754;Cantele Rohesia Susumaniello Salento IGT;Cantele;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;13%;Vini;Rosso;6,576
801512755;Cantele Amativo Salento Rosso IGT;Cantele;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;14,032
801512756;Cantele Teresa Manara Chardonnay Vendemmia Tardiva Salento IGT;Cantele;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;14%;Vini;Bianco;15,19
801512757;Cantele Fanoi Primitivo Salento IGT;Cantele;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;16%;Vini;Rosso;23,248
801512758;Cantele Fanoi Negroamaro Salento IGT;Cantele;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;14,50%;Vini;Rosso;23,202
801512759;Cantele Rohesia Ros� Pas Dos�;Cantele;VSQ Vino Spumante di Qualit�;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Bollicine;Ros�;17,367
801512761;Abate Nero Extra Dry Trento DOC;Abate Nero;Trento DOC;TRENTINO-ALTO ADIGE;Chardonnay;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;14,31
801512762;Abbazia di Novacella Gr�ner Veltliner Alto Adige Valle Isarco DOC;Abbazia di Novacella;Alto Adige DOC;TRENTINO-ALTO ADIGE;Lambrusco;Tradizionale;75;13%;Vini;Bianco;10,605
801512763;Abbazia di Novacella Pinot Grigio Alto Adige DOC;Abbazia di Novacella;Alto Adige DOC;TRENTINO-ALTO ADIGE;Pinot Grigio;Tradizionale;75;13%;Vini;Bianco;11,393
801512764;Allegrini Oasi Mantellina Lugana DOC;Allegrini;Lugana DOC;VENETO;Trebbiano di Lugana;Tradizionale;75;13%;Vini;Bianco;9,772
801512802;Albea Il Selva Locorotondo Superiore DOC;Albea;Locorotondo DOC;PUGLIA;Verdeca;Tradizionale;75;12,50%;Vini;Bianco;6,576
801512803;Albea Due Trulli Susumaniello Rosato Puglia IGP;Albea;Puglia IGT;PUGLIA;Susumaniello;Tradizionale;75;12,50%;Vini;Rosato;5,141
801512804;Albea Petrarosa Primitivo Rosato Puglia IGT;Albea;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;12,50%;Vini;Rosato;7,086
801512805;Albea Due Trulli Negroamaro Puglia IGP;Albea;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;5,187
801512806;Albea Due Trulli Nero di Troia Puglia IGP;Albea;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;13%;Vini;Rosso;5,141
801512807;Albea Due Trulli Primitivo Puglia IGP;Albea;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13%;Vini;Rosso;5,187
801512808;Albea Petranera Primitivo Puglia IGP;Albea;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13,50%;Vini;Rosso;7,086
801512809;Albea Raro Negroamaro e Primitivo Puglia IGP;Albea;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13,50%;Vini;Rosso;8,243
801512810;Albea Sol Primitivo Puglia IGP;Albea;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;15%;Vini;Rosso;13,477
801512811;Albea Due Trulli Verdeca Valle d'Itria IGP;Albea;Valle d'Itria IGT;PUGLIA;Verdeca;Tradizionale;75;12%;Vini;Bianco;5,141
801512812;Albea Lei Bianco d'Italia;Albea;Vino Bianco d'Italia;PUGLIA;Nero di Troia;Tradizionale;75;13,50%;Vini;Bianco;10,698
801512813;Albea Lui Nero di Troia Puglia IGP;Albea;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;14%;Vini;Rosso;15,746
801512814;Banfi Cuv�e Aurora Extra Brut Alta Langa Millesimato DOCG Astucciato;Banfi;Alta Langa DOCG;PIEMONTE;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Blanc de Noir;16,024
801512815;Banfi Cuv�e Aurora Ros� Extra Brut Alta Langa Millesimato DOCG Astucciato;Banfi;Alta Langa DOCG;PIEMONTE;Pinot Nero;Tradizionale;75;12,50%;Bollicine;Ros�;18,988
801512816;Banfi Summus Toscana Rosso IGT;Banfi;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;15,50%;Vini;Rosso;38,022
801512817;Bartali Brunello di Montalcino DOCG;Bartali;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;22,832
801512818;Bartali Villa Reale Vecchia Corona Toscana Rosso IGT;Bartali;Toscana IGT;TOSCANA;Sangiovese;Tradizionale;75;13,50%;Vini;Rosso;7,456
801512819;Bartali Chianti DOCG Magnum;Bartali;Chianti DOCG;TOSCANA;Sangiovese;Tradizionale;150;13,50%;Vini;Rosso;7,595
801512820;Castello Monaci Maru Negroamaro Salento IGT Cl.37,5;Castello Monaci;Salento IGT;PUGLIA;Negroamaro;Tradizionale;37,5;13%;Vini;Rosso;4,585
801512821;Castello Monaci Piluna Primitivo Salento IGT Cl.37,5;Castello Monaci;Salento IGT;PUGLIA;Primitivo;Tradizionale;37,5;13,50%;Vini;Rosso;4,677
801512822;Castello Monaci Liante Salice Salentino DOC;Castello Monaci;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;13.5%;Vini;Rosso;7,178
801512823;Castello Monaci Heos Bianco Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Fiano;Tradizionale;75;12%;Vini;Bianco;8,382
801512824;Castello Monaci Maru Negroamaro Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosso;7,178
801512825;Castello Monaci Acante Fiano Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Fiano;Tradizionale;75;12,50%;Vini;Bianco;5,974
801512826;Castello Monaci Kreos Negroamaro Rosato Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Rosato;7,549
801512827;Castello Monaci Petraluce Verdeca Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Verdeca;Tradizionale;75;12%;Vini;Bianco;5,974
801512828;Castello Monaci Piluna Primitivo Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;13,50%;Vini;Rosso;7,41
801512829;Castello Monaci Simera Chardonnay Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;12,50%;Vini;Bianco;5,974
801512830;Castello Monaci Char� Terre D'Otranto DOC;Castello Monaci;Terra d'Otranto DOC;PUGLIA;Chardonnay;Tradizionale;75;13,50%;Vini;Bianco;9,772
801512831;Castello Monaci Sci� Susumaniello Salento IGT;Castello Monaci;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;13,50%;Vini;Rosso;7,827
801512832;Cavicchioli Contessa Matilde Lambrusco di Sorbara Amabile DOC;Cavicchioli;Lambrusco di Sorbara DOC;EMILIA ROMAGNA;Lambrusco;Tradizionale;75;8%;Bollicine;Ros�;4,075
801512833;Cavicchioli Contessa Matilde Lambrusco di Sorbara Secco DOC;Cavicchioli;Lambrusco di Sorbara DOC;EMILIA ROMAGNA;Lambrusco;Tradizionale;75;11%;Bollicine;Ros�;4,075
801512834;Cavicchioli Malvasia Frizzante Amabile Emilia IGT;Cavicchioli;Emilia IGT;EMILIA ROMAGNA;Malvasia Bianca;Tradizionale;75;8%;Bollicine;Blanc de Blanc;5,141
801512835;Cavicchioli Spumante Ros� Modena DOC Extra Dry;Cavicchioli;Modena DOC;EMILIA ROMAGNA;Lambrusco;Tradizionale;75;11%;Bollicine;Ros�;5,048
801512836;Cavicchioli Col Sassoso Lambrusco Grasparossa di Castelvetro Secco DOC ;Cavicchioli;Lambrusco Grasparossa di Castelvetro DOC ;EMILIA ROMAGNA;Lambrusco;Tradizionale;75;11%;Bollicine;Ros�;6,298
801512837;Cavicchioli Vigna del Cristo Lambrusco di Sorbara Secco DOC;Cavicchioli;Lambrusco di Sorbara DOC;EMILIA ROMAGNA;Lambrusco;Tradizionale;75;11%;Bollicine;Ros�;7,086
801512838;Cavicchioli Millenovecentoventotto Lambrusco di Modena DOC;Cavicchioli;Lambrusco di Modena DOC;EMILIA ROMAGNA;Lambrusco;Tradizionale;75;10,50%;Bollicine;Ros�;4,029
801513358;Alberto Longo Le Valli Bombino Bianco Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Bombino Bianco;Tradizionale;75;12,50%;Vini;Bianco;6,576
801513359;Alberto Longo Le Fossette Falanghina Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Falanghina;Tradizionale;75;13%;Vini;Bianco;9,864
801513360;Alberto Longo Le Fossette Falanghina Spumante Brut;Alberto Longo;VSQ Vino Spumante di Qualit�;PUGLIA;Falanghina;Tradizionale;75;11,50%;Bollicine;Blanc de Blanc;9,864
801513361;Alberto Longo Rose' Della Quercia Spumante Extradry;Alberto Longo;VSQ Vino Spumante di Qualit�;PUGLIA;Nero di Troia;Tradizionale;75;11,50%;Bollicine;Ros�;9,262
801513362;Alberto Longo Donnadele Negroamaro Rosato Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;13%;Vini;Rosato;7,827
801513363;Alberto Longo Capoposto Negroamaro Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;9,077
801513364;Alberto Longo Le Cruste Nero Di Troia Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;14%;Vini;Rosso;12,597
801513365;Alberto Longo 4.7.7 Syrah Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Syrah;Tradizionale;75;14%;Vini;Rosso;13,986
801513366;Alberto Longo Montepeloso Aglianico Puglia IGP;Alberto Longo;Puglia IGT;PUGLIA;Aglianico;Tradizionale;75;14%;Vini;Rosso;15,746
801513367;Alberto Longo Cacc'e Mmitte di Lucera DOC;Alberto Longo;Cacc' e Mmitte di Lucera Doc;PUGLIA;Nero di Troia;Tradizionale;75;13,50%;Vini;Rosso;9,494
801513368;Angiuli Verdeca Amabile Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Verdeca;Tradizionale;75;13%;Vini;Bianco;5,511
801513369;Angiuli Adelphos Verdeca Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Verdeca;Tradizionale;75;11,50%;Vini;Bianco;4,909
801513370;Angiuli Verdeca Secca Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Verdeca;Tradizionale;75;12,50%;Vini;Bianco;4,677
801513371;Angiuli Maccone Negroamaro Bianco Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;12,50%;Vini;Bianco;7,919
801513372;Angiuli Maccone Moscato Bianco Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Moscato Bianco;Tradizionale;75;12%;Vini;Bianco;8,707
801513373;Angiuli 1958 Primitivo Passito Maccone Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Primitivo;Tradizionale;50;13,50%;Vini;Dolce;35,15
801513374;Angiuli Nero Di Troia Passito Maccone Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;50;14%;Vini;Dolce;17,737
801513375;Angiuli Adelphos Rosato Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Bombino Nero;Tradizionale;75;12,50%;Vini;Rosato;4,909
801513376;Angiuli Primitivo Rosato Maccone Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;14,50%;Vini;Rosato;7,641
801513377;Angiuli Negroamaro Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Negroamaro;Tradizionale;75;13,50%;Vini;Rosso;4,585
801513378;Angiuli Nero di Troia IGT;Angiuli;Puglia IGT;PUGLIA;Nero di Troia;Tradizionale;75;14%;Vini;Rosso;4,909
801513379;Angiuli Primitivo Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;14,50%;Vini;Rosso;4,909
801513380;Angiuli Maccone Primitivo Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;10,142
801513381;Angiuli Maccone Rosso 17 Puglia IGT;Angiuli;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;17%;Vini;Rosso;15,746
801513382;Apollonio Mani Del Sud Bianco Salice Salentino DOP;Apollonio;Salice Salentino DOC;PUGLIA;Chardonnay;Tradizionale;75;0,12;Vini;Bianco;9,54
801513383;Apollonio Elfo Bianco DAlessano Salento IGT;Apollonio;Salento IGT;PUGLIA;Bianco DAlessano;Tradizionale;75;0,12;Vini;Bianco;5,789
801513384;Apollonio Elfo Bianco Chardonnay Salento IGT;Apollonio;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;0,12;Vini;Bianco;5,743
801513385;Apollonio Elfo Bianco Frizzante Salento IGT;Apollonio;Salento IGT;PUGLIA;Verdeca;Tradizionale;75;0,12;Vini;Bianco;5,789
801513386;Apollonio Il 150 Fiano Bianco Salento IGT;Apollonio;Salento IGT;PUGLIA;Fiano;Tradizionale;75;0,125;Vini;Bianco;6,623
801513387;Apollonio Il 150 Verdeca Bianco Salento IGT;Apollonio;Salento IGT;PUGLIA;Verdeca;Tradizionale;75;0,125;Vini;Bianco;7,41
801513388;Apollonio Laicale Chardonnay Bianco Salento IGT;Apollonio;Salento IGT;PUGLIA;Chardonnay;Tradizionale;75;0,14;Vini;Bianco;10,42
801513389;Apollonio Mater Terra Negroamaro Passito Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;37,5;0,155;Vini;Dolce;11,624
801513390;Apollonio Elfo Negroamaro Rosato Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;0,12;Vini;Rosato;5,789
801513391;Apollonio Elfo Susumaniello Rosato Salento IGT;Apollonio;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;0,12;Vini;Rosato;6,252
801513392;Apollonio Il 150 Susumaniello Rosato Salento IGT;Apollonio;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;0,125;Vini;Rosato;7,41
801513393;Apollonio Diciotto Fanali Negroamaro Rosato Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;0,14;Vini;Rosato;10,744
801513394;Apollonio Elfo Negroamaro Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;0,125;Vini;Rosso;5,789
801513395;Apollonio Elfo Primitivo Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;0,13;Vini;Rosso;6,252
801513396;Apollonio Elfo Susumaniello Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Susumaniello;Tradizionale;75;0,13;Vini;Rosso;6,252
801513397;Apollonio Il 150 Negroamaro Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;0,135;Vini;Rosso;8,243
801513398;Apollonio Terragnolo Negroamaro Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;0,15;Vini;Rosso;15,422
801513399;Apollonio Terragnolo Primitivo Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Primitivo;Tradizionale;75;0,15;Vini;Rosso;15,422
801513400;Apollonio Valle Cupa Rosso Salento IGT;Apollonio;Salento IGT;PUGLIA;Negroamaro;Tradizionale;75;0,15;Vini;Rosso;15,792
801513401;Apollonio Mani Del Sud Rosso Salice Salentino DOC;Apollonio;Salice Salentino DOC;PUGLIA;Negroamaro;Tradizionale;75;0,14;Vini;Rosso;10,096
801513402;Apollonio Mani Del Sud Primitivo Di Manduria DOP;Apollonio;Primitivo di Manduria DOC;PUGLIA;Primitivo di Manduria;Tradizionale;75;0,15;Vini;Rosso;10,929
801513403;Apollonio Mani Del Sud Rosso Squinzano DOP;Apollonio;Squinzano DOC;PUGLIA;Negroamaro;Tradizionale;75;0,14;Vini;Rosso;10,096
801513404;Apollonio Mani Del Sud Copertino DOC;Apollonio;Copertino DOC;PUGLIA;Negroamaro;Tradizionale;75;0,14;Vini;Rosso;10,096
801513405;Apollonio Divoto Rosso Copertino DOP Riserva;Apollonio;Copertino DOC;PUGLIA;Negroamaro;Tradizionale;75;0,145;Vini;Rosso;20,84
801513406;Apollonio IlMama' Spumante Brut Verdeca Salento IGT;Apollonio;Salento IGT;PUGLIA;Verdeca;Tradizionale;75;0,12;Bollicine;Blanc de Blanc;6,623
801513407;Argiano Rosso di Montalcino DOC;Argiano;Rosso di Montalcino DOC;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;13,708
801513408;Argiano Brunello di Montalcino DOCG 2014;Argiano;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;35,521
801513409;Argiano Brunello di Montalcino DOCG 2015;Argiano;Brunello di Montalcino DOCG;TOSCANA;Sangiovese;Tradizionale;75;14%;Vini;Rosso;139,027
801513410;Botromagno Falanghina Puglia Bianco IGT;Botromagno;Puglia IGT;PUGLIA;Falanghina;Tradizionale;75;0,12;Vini;Bianco;7,086
801513411;Botromagno 5 Uve Bianche Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Greco Bianco;Tradizionale;75;0,12;Vini;Bianco;6,576
801513412;Botromagno Chardonnay Bianco Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Chardonnay;Tradizionale;75;0,125;Vini;Bianco;7,086
801513413;Botromagno Le Terre di Federico Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Verdeca;Tradizionale;75;0,125;Vini;Bianco;9,54
801513414;Botromagno Gravisano Passito Di Malvasia Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Malvasia Bianca;Tradizionale;50;0,14;Vini;Dolce;21,118
801513415;Botromagno Rose' di Lul� Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Nero di Troia;Tradizionale;75;0,14;Vini;Rosato;15,19
801513416;Botromagno Spumante Verdeca di Gravina Secca;Botromagno;VSQ Vino Spumante di Qualit�;PUGLIA;Verdeca;Tradizionale;75;11%;Bollicine;Blanc de Blanc;9,54
801513417;Botromagno Gravina Bianco DOP;Botromagno;Gravina DOP;PUGLIA;Greco Bianco;Tradizionale;75;0,125;Vini;Bianco;8,058
801513418;Botromagno Nero Di Troia Rosso Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Nero di Troia;Tradizionale;75;0,135;Vini;Rosso;8,058
801513419;Botromagno Dedicato a Franco e Lucia Gioia del Colle Primitivo DOC;Botromagno;Gioia del Colle DOC;PUGLIA;Primitivo;Tradizionale;75;0,14;Vini;Rosso;27,046
801513420;Botromagno Primitivo Rosso Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Primitivo;Tradizionale;75;0,14;Vini;Rosso;8,058
801513421;Botromagno 5 Uve Rosse Murgia IGP;Botromagno;Murgia IGP;PUGLIA;Aglianico;Tradizionale;75;0,14;Vini;Rosso;10,374
801513422;Botromagno Pier Delle Vigne Murgia Rosso IGP;Botromagno;Murgia IGP;PUGLIA;Aglianico;Tradizionale;75;0,14;Vini;Rosso;21,998
801513423;Cantina Di Venosa Verbo Bianco Malvasia Basilicata IGT;Cantina Di Venosa;Basilicata IGT;BASILICATA;Malvasia Bianca;Tradizionale;75;13%;Vini;Bianco;7,41
801513424;Cantina Di Venosa Terre di Orazio Bianco Muscat Dry Basilicata IGT;Cantina Di Venosa;Basilicata IGT;BASILICATA;Moscato Bianco;Tradizionale;75;13%;Vini;Bianco;5,882
801513425;Cantina Di Venosa Verbo Rosato Basilicata IGT;Cantina Di Venosa;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;13,50%;Vini;Rosato;7,41
801513426;Cantina Di Venosa Terre di Orazio Ros� Basilicata IGT;Cantina Di Venosa;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;14%;Vini;Rosato;5,882
801513427;Cantina Di Venosa Virgola Spumante Brut;Cantina Di Venosa;VSQ Vino Spumante di Qualit�;BASILICATA;Moscato Bianco;Tradizionale;75;12,50%;Bollicine;Blanc de Blanc;7,873
801513428;Cantina Di Venosa Virgola Spumante Demi-Sec;Cantina Di Venosa;VSQ Vino Spumante di Qualit�;BASILICATA;Malvasia Bianca;Tradizionale;75;10,50%;Bollicine;Blanc de Blanc;7,873
801513429;Cantina Di Venosa Virgola Spumante Ros� Brut;Cantina Di Venosa;VSQ Vino Spumante di Qualit�;BASILICATA;Aglianico;Tradizionale;75;12,50%;Bollicine;Ros�;7,873
801513430;Cantina Di Venosa Matematico Rosso Basilicata IGT;Cantina Di Venosa;Basilicata IGT;BASILICATA;Merlot;Tradizionale;75;14,50%;Vini;Rosso;26,49
801513431;Cantina Di Venosa Vignali Aglianico del Vulture DOP;Cantina Di Venosa;Aglianico del Vulture DOC;BASILICATA;Aglianico;Tradizionale;75;14%;Vini;Rosso;4,677
801513432;Cantina Di Venosa Verbo Aglianico del Vulture DOP;Cantina Di Venosa;Aglianico del Vulture DOC;BASILICATA;Aglianico;Tradizionale;75;14,50%;Vini;Rosso;7,873
801513433;Cantina Di Venosa Gesualdo da Venosa Aglianico del Vulture DOC;Cantina Di Venosa;Aglianico del Vulture DOC;BASILICATA;Aglianico;Tradizionale;75;14,50%;Vini;Rosso;13,152
801513434;Cantina Di Venosa Carato Venusio Aglianico del Vulture Superiore DOCG;Cantina Di Venosa;Aglianico del Vulture Superiore Docg;BASILICATA;Aglianico;Tradizionale;75;14,50%;Vini;Rosso;23,341
801513435;D'Angelo Villa dei Pini Rosato Basilicata IGT ;Casa Vinicola D'Angelo;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;12,50%;Vini;Rosato;7,502
801513436;D'Angelo Sacravite Rosso Basilicata IGT;Casa Vinicola D'Angelo;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;13,50%;Vini;Rosso;5,418
801513437;D'Angelo Canneto Rosso Basilicata IGT;Casa Vinicola D'Angelo;Basilicata IGT;BASILICATA;Aglianico;Tradizionale;75;13,50%;Vini;Rosso;16,533
801513438;D'Angelo Caselle Aglianico del Vulture DOC;Casa Vinicola D'Angelo;Aglianico del Vulture DOC;BASILICATA;Aglianico;Tradizionale;75;13,50%;Vini;Rosso;21,627
801513444;Chiaromonte Kimia Fiano Bianco Puglia IGT;Chiaromonte Nicola;Puglia IGT;PUGLIA;Fiano;Tradizionale;75;12,50%;Vini;Bianco;10,791
801513445;Chiaromonte Kimia Moscato Bianco Puglia IGT;Chiaromonte Nicola;Puglia IGT;PUGLIA;Moscato Bianco;Tradizionale;75;13,50%;Vini;Bianco;10,929
801513446;Chiaromonte Kimia Primitivo Rosato Puglia IGT;Chiaromonte Nicola;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;13,50%;Vini;Rosato;10,791
801513447;Chiaromonte Kimia Pinot Nero Rosato Puglia IGT;Chiaromonte Nicola;Puglia IGT;PUGLIA;Pinot Nero;Tradizionale;75;12%;Vini;Rosato;10,791
801513448;Chiaromonte Primitivo Mascherone Puglia IGT;Chiaromonte Nicola;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;14%;Vini;Rosso;7,225
801513449;Chiaromonte Donna Carlotta Dolce Rosso Puglia IGT;Chiaromonte Nicola;Puglia IGT;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;9,54
801513450;Chiaromonte Muro Sant'Angelo Primitivo Rosso Gioia Del Colle DOC;Chiaromonte Nicola;Gioia del Colle DOC;PUGLIA;Primitivo;Tradizionale;75;15,50%;Vini;Rosso;14,31
801513451;Chiaromonte Muro Sant'Angelo Contrada Barbatto Primitivo Gioia Del Colle DOC;Chiaromonte Nicola;Gioia del Colle DOC;PUGLIA;Primitivo;Tradizionale;75;16,50%;Vini;Rosso;30,936
